Recipe #,Name,Inventory Icon,Caption,Required Ingredient 1,Required Ingredient 2,Required Ingredient 3,Required Ingredient 4,Required Ingredient 5,Cooking Method,Effect,Effect Level,Effect Duration,Base Hearts Recovered,Base Sell Price,Buy Price,Fusable,Fuse Attack Power,Fuse Property 1,Fuse Property 2,Fuse Property 3,Fuse Property 4,Fuse Property 5,Destroyed on Hit,Eat Animation,Caption (Elixir Level 2),Caption (Elixir Level 3),Name (Japanese),Caption (Japanese),ActorName,ActorName (Level 1),ActorName (Level 2),ActorName (Level 3)
186,Roasted Bass,,"A bass that's been cooked whole over an
open flame. It's flaky and savory smelling.
Offers more hearts than the raw version.",Bass,-,-,-,-,Fire,-,-,-,6,9,23,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きバス,"バスの丸焼き 生のままより
こんがり焼くと香ばしくなりおいしく食べられる
ハートの回復量も増えた",Item_RoastFish_01,-,-,-
187,Roasted Trout,,"This trout can be found all over Hyrule.
Served river-to-table, it's simply cooked
for a soft and flaky flesh with a mild flavor.",Trout,-,-,-,-,Fire,-,-,9000,6,9,23,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きマス,"ハイラル各地で獲れるマスの姿焼き
火を通した身はホクホクしており
あっさりとして優しい味がする",Item_RoastFish_03,-,-,-
188,Roasted Carp,,"Roasting this freshwater carp helped to
suppress some of its stench, making it
easier to stomach. You can really sink
your teeth into the thick, meaty flesh.",Carp,-,-,-,-,Fire,-,-,9000,6,15,38,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きゴイ,"淡水で獲れるコイを焼き上げた料理
加熱した事で 魚の臭みも減って食べやすくなった
肉厚の身は食べごたえも十分",Item_RoastFish_07,-,-,-
189,Roasted Porgy,,"The soft and fluffy texture of this seafaring
fish has been enhanced by roasting it over
an open fire. The crisp, aromatic skin is
particularly delicious.",Porgy,-,-,-,-,Fire,-,-,9000,6,15,38,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きダイ,"海で育ったタイの丸焼き
白身魚特有の ふんわり柔らかな身と
カリカリで香ばしい皮が味わえる",Item_RoastFish_09,-,-,-
190,Roasted Cave Fish,,"A dish of grilled glowing cave fish. The fish's
loose meat is nicely cooked to give it both
excellent flavor and texture.",Glowing Cave Fish,-,-,-,-,Fire,-,-,-,6,9,23,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きホラウオ,"アカリホラウオを焼いた料理
元々身が崩れやすい魚だが 焼くと口の中で
ほろほろと身がほぐれて とてもおいしい",Item_RoastFish_18,-,-,-
191,Roasted Hearty Bass,,"An open flame has crisped the skin of this
hearty bass to perfection. It's a sizable
portion and contains just the right amount
of fat to create an exceptionally tasty dish.",Hearty Bass,-,-,-,-,Fire,-,-,-,12,12,30,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きマックスバス,"貴重なマックスバスの丸焼き
直火であぶった事で 皮がパリッと焼けている
丸々と太った身は脂が乗って おいしさ抜群",Item_RoastFish_02,-,-,-
192,Roasted Hearty Salmon,,"A fresh hearty salmon roasted simply over
an open flame without any additional
flavoring. Not only is the skin edible but
it gives off a rather nice aroma as well.",Hearty Salmon,-,-,-,-,Fire,-,-,9000,18,18,72,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きマックスサーモン,"新鮮なマックスサーモンを 味付けせずに
シンプルに直火で焼き上げた ひと品
皮も香ばしくて おいしく食べられる",Item_RoastFish_04,-,-,-
193,Blackened Crab,,"A whole crab slow-roasted in its shell. The
soft, flaky flesh pairs nicely with the scent
of the charred shell for a meal that assaults
all five of your senses in all the best ways.",Crab,-,-,-,-,Fire,-,-,-,6,12,30,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きガニ,"身の詰まったカニを じっくりとあぶった料理
香ばしく ホクホクした甘い身が絶品
焦げた殻もとても良い香りがする",Item_RoastFish_15,-,-,-
194,Sneaky River Escargot,,"Sneaky river snail roasted whole in its shell.
The meat is soft and a little chewy. Pulling all
the meat from the shell in one go fills you
with a sense of accomplishment.",Sneaky River Snail,-,-,-,-,Fire,-,-,9000,6,9,23,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,焼きシノビタニシ,"シノビタニシを貝殻ごと焼き上げた料理
プリプリとした歯ごたえが特徴的
うまく身を取り出せるとちょっと嬉しい",Item_RoastFish_13,-,-,-
195,Roasted Tree Nut,,"A tree seed roasted to amplify its fragrance.
Gives more hearts than the raw variety.",Chickaloo Tree Nut,-,-,-,-,Fire,-,-,-,2,2,5,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼き木の実,"香ばしく焼いた木の実
少しだけハートの回復量が増えた",Item_Roast_52,-,-,-
196,Roasted Acorn,,"An acorn cooked with direct heat.
Its nutty aroma has been amplified.",Acorn,-,-,-,-,Fire,-,-,-,2,2,5,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼きどんぐり,"直火で焼いたどんぐり
香ばしく甘みも増す",Item_Roast_48,-,-,-
197,Campfire Egg,,"Roasting a bird egg whole in its shell like this
helps retain water, making the egg a bit
chewier than usual.",Bird Egg,-,-,-,-,Fire,-,-,-,6,5,20,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,FALSE,EatFood,-,-,焼きタマゴ,"トリのタマゴをカラごと焼き上げた料理
余分な水分がなくなる事で
茹でるより身がプリプリになる",Item_Roast_51,-,-,-
198,Hard-Boiled Egg,,"A bird egg boiled using water from naturally
occurring hot springs. It's popular among
children and is easy to make.",Bird Egg,-,-,-,-,Hot Spring,-,-,-,6,5,20,TRUE,1,Blunt,More Shield Surfing Friction,-,-,-,TRUE,EatFood,-,-,ゆでタマゴ,"地面から湧き出る温水の熱で
茹でられたトリのタマゴ
手軽に作れる 子供にも人気のひと品",Item_Boiled_01,-,-,-
199,Icy Meat,,"A frozen slab of animal meat. If you can
manage to chew it up and swallow it, you'll
restore some hearts and lower your body
temperature.",Raw Meat,-,-,-,-,Freeze,ResistHot,1,1800,4,15,35,TRUE,1,Blunt,Not Torch,Less Shield Surfing Friction,-,-,FALSE,EatFood,-,-,凍結ケモノ肉,"冷気で凍りついたケモノ肉
かじりつくにはちょっと硬すぎる
少しだけハート回復と耐暑効果を得られる",Item_Chilled_01,-,-,-
200,Icy Prime Meat,,"High-quality, frozen animal meat. Doesn't
restore many hearts, but it can lower your
body temperature.",Raw Prime Meat,-,-,-,-,Freeze,ResistHot,1,1800,6,28,60,TRUE,1,Blunt,Not Torch,Less Shield Surfing Friction,-,-,FALSE,EatFood,-,-,凍結上ケモノ肉,"冷気で凍りついた上ケモノ肉
少しだけハート回復と耐暑効果を得られる",Item_Chilled_02,-,-,-
201,Icy Gourmet Meat,,"This raw gourmet meat has been frozen for
easy traveling. It's kept its flavor through the
freezing process. Eating it as is will provide
a temporary boost to your heat resistance.",Raw Gourmet Meat,-,-,-,-,Freeze,ResistHot,1,1800,12,40,150,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,凍結極上ケモノ肉,"冷気で凍りついた極上ケモノ肉
上質な肉は凍らせても 味が落ちにくいという
食べると少しの間 耐暑効果を発揮する",Item_Chilled_03,-,-,-
202,Frozen Bird Drumstick,,"It's as hard as a rock but is supposedly
edible. It restores a small number of hearts
and has a cooling effect.",Raw Bird Drumstick,-,-,-,-,Freeze,ResistHot,1,1800,4,15,35,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,凍結トリ肉,"冷気で凍りついたトリ肉
こん棒みたいだけど一応食べられる
少しだけハート回復と耐暑効果を得られる",Item_Chilled_04,-,-,-
203,Frozen Bird Thigh,,"High-quality, frozen bird meat. It's so solid it
looks like it could be used as a weapon.
Eating it will restore some hearts and cool
you down, but don't break your teeth on it.",Raw Bird Thigh,-,-,-,-,Freeze,ResistHot,1,1800,6,28,60,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,凍結上トリ肉,"冷気で凍りついた上トリ肉
武器にできそうなくらい硬い
少しだけハート回復と耐暑効果を得られる",Item_Chilled_05,-,-,-
204,Frozen Whole Bird,,"This raw whole bird may have been
frozen solid, but its flavor remains intact.
Eating it will provide a temporary boost
to your heat resistance.",Raw Whole Bird,-,-,-,-,Freeze,ResistHot,1,1800,12,40,150,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,凍結極上トリ肉,"冷気で凍りついた極上トリ肉
カチカチで硬いが 味は落ちていない
食べると少しの間 耐暑効果を発揮する",Item_Chilled_06,-,-,-
205,Frozen Arowana,,"Being frozen has condensed the taste
of fish inside this arowana's body. Eating it
will provide a temporary boost to your
heat resistance.",Ancient Arowana,-,-,-,-,Freeze,ResistHot,1,1800,8,14,32,TRUE,1,Blunt,Not Torch,Less Shield Surfing Friction,-,-,FALSE,EatFood,-,-,凍結アロワナ,"冷気で凍りついたアロワナ
引き締まった身に 旨味が凝縮されている
食べると少しの間 耐暑効果を発揮する",Item_ChilledFish_16,-,-,-
206,Frozen Bass,,"That's one cold fish. Eating it won't restore
many hearts, but it will lower your body
temperature a bit.",Bass,-,-,-,-,Freeze,ResistHot,1,1800,8,18,72,TRUE,1,Blunt,Not Torch,Less Shield Surfing Friction,-,-,FALSE,EatFood,-,-,凍結バス,"冷気で凍りついたバス
食べてもハートはあまり回復しないが
少しの間 耐暑効果を発揮する",Item_ChilledFish_01,-,-,-
207,Frozen Trout,,"Being frozen has condensed the taste
of fish inside this trout's body. Eating it
will provide a temporary boost to your
heat resistance.",Trout,-,-,-,-,Freeze,ResistHot,1,1800,4,10,25,TRUE,1,Blunt,Not Torch,Less Shield Surfing Friction,-,-,FALSE,EatFood,-,-,凍結マス,"冷気で凍りついたマス
身が締まって 旨味も凝縮されている
食べると少しの間 耐暑効果を発揮する",Item_ChilledFish_03,-,-,-
208,Frozen Carp,,"The crunchy, icy texture of this chilled
carp is quite the delicacy. Eating it will
temporarily increase your heat resistance.",Carp,-,-,-,-,Freeze,ResistHot,1,1800,4,18,40,TRUE,1,Blunt,Not Torch,Less Shield Surfing Friction,-,-,FALSE,EatFood,-,-,凍結ゴイ,"冷気で凍りついたコイ
シャリシャリした食感が新しい
食べると少しの間 耐暑効果を発揮する",Item_ChilledFish_04,-,-,-
209,Frozen Porgy,,"This frozen porgy is the ideal snack for hiking
through hot climates like the Gerudo Desert.
Eating it provides a temporary boost to your
heat resistance.",Porgy,-,-,-,-,Freeze,ResistHot,1,1800,4,18,40,TRUE,1,Blunt,Not Torch,Less Shield Surfing Friction,-,-,FALSE,EatFood,-,-,凍結ダイ,"冷気で凍りついたタイ
ゲルド砂漠などの 暑い地域で食べたい一品
食べると少しの間 耐暑効果を発揮する",Item_ChilledFish_05,-,-,-
210,Frozen Cave Fish,,"A frozen glowing cave fish is just easier to
eat than an unfrozen one. And, once eaten, it
makes heat more bearable for a short time.",Glowing Cave Fish,-,-,-,-,Freeze,ResistHot,1,1800,8,14,32,TRUE,1,Blunt,Not Torch,Less Shield Surfing Friction,-,-,FALSE,EatFood,-,-,凍結ホラウオ,"冷気で凍りついたアカリホラウオ 普段だと
崩れやすい身が 引き締まって食べやすい
食べると少しの間 耐暑効果を発揮する",Item_ChilledFish_18,-,-,-
211,Frozen Hearty Bass,,"This hearty bass has been frozen by cold air.
Eating it will be a challenge because it's
frozen solid, but if you persevere, it will
temporarily increase your heat resistance.",Hearty Bass,-,-,-,-,Freeze,ResistHot,1,1800,8,18,72,TRUE,1,Blunt,Not Torch,Less Shield Surfing Friction,-,-,FALSE,EatFood,-,-,凍結マックスバス,"冷気で凍りついたマックスバス
かなり硬くて食べづらいが このまま食べる事で
少しの間 耐暑効果を発揮する",Item_ChilledFish_06,-,-,-
212,Frozen Hearty Salmon,,"This salmon doesn't taste quite as fishy
because the excess fat has been removed.
It's exceptionally cold, so eating it provides
a temporary boost to heat resistance.",Hearty Salmon,-,-,-,-,Freeze,ResistHot,1,1800,16,20,80,TRUE,1,Blunt,Not Torch,Less Shield Surfing Friction,-,-,FALSE,EatFood,-,-,凍結マックスサーモン,"冷気で凍りついたマックスサーモン
余分な脂が抜け 風味が増すと言われている
食べると少しの間 耐暑効果を発揮する",Item_ChilledFish_02,-,-,-
213,Frozen Crab,,"Doesn't provide as much companionship as
an unfrozen crab, but it won't spoil during
your travels. Eat it to gain a temporary boost
to your heat resistance.",Bright-Eyed Crab,-,-,-,-,Freeze,ResistHot,1,1800,8,18,72,TRUE,1,Blunt,Not Torch,Less Shield Surfing Friction,-,-,FALSE,EatFood,-,-,凍結ガニ,"冷気で凍りついたカニ
本来は保存のために凍らせているが このまま
食べる事もでき 少しの間 耐暑効果を発揮する",Item_ChilledFish_07,-,-,-
214,Frozen River Snail,,"The distinct glow of this sneaky river snail
has diminished after it's been frozen, but
eating it like this will provide a temporary
increase to your heat resistance.",Sneaky River Snail,-,-,-,-,Freeze,ResistHot,1,1800,4,10,25,TRUE,1,Blunt,More Shield Surfing Friction,Not Torch,-,-,FALSE,EatFood,-,-,凍結タニシ,"冷気で凍りついたシノビタニシ
特徴的な光も 凍らせると出なくなる
食べると少しの間 耐暑効果を発揮する",Item_ChilledFish_08,-,,-
215,Energizing Elixir,,"Restores your stamina, which is used when
performing physical actions such as 
climbing walls or swimming.",Enemy,Energetic Rhino Beetle / Restless Cricket,-,-,-,Cooking Pot,Stamina,1 - 2,-,-,1,-,-,-,-,-,-,-,-,-,Drink,"Restores your stamina, which is used when
performing physical actions such as 
climbing walls or swimming.",-,がんばり薬,"がんばりゲージを回復させる効果
崖登り中や泳いでいるときでも
減ったがんばりを回復できるとても便利な薬",Item_Cook_C_17_StaminaRecover,Item_Cook_C_17_Stamina_Lv1,Item_Cook_C_17_Stamina_Lv2,-
216,Hasty Elixir,,"Grants a low-level haste effect, which
boosts your movement speed while
running, swimming, or climbing.",Enemy,Hot-Footed Frog / Hightail Lizard,-,-,-,Cooking Pot,SpeedUp,1 - 3,-,-,1,-,-,-,-,-,-,-,-,-,Drink,"Grants a midlevel haste effect, which
boosts your movement speed while
running, swimming, or climbing.","Grants a high-level haste effect, which
boosts your movement speed while
running, swimming, or climbing.",ゴーゴー薬,"速く動ける ゴーゴー効果 Lv1
運動神経がすごく良くなる薬
走って登って泳いで すべての動きが速くなる",Item_Cook_C_17_AllSpeed,Item_Cook_C_17_SpeedUp_Lv1,Item_Cook_C_17_SpeedUp_Lv2,Item_Cook_C_17_SpeedUp_Lv3
217,Spicy Elixir,,"Grants a low-level warming effect, increasing
your resistance to cold environments. Very
useful when exploring snow-covered
mountains.",Enemy,Summerwing Butterfly / Warm Darner,-,-,-,Cooking Pot,ResistCold,1 - 2,-,-,1,-,-,-,-,-,-,-,-,-,Drink,"Grants a high-level warming effect,
increasing your resistance to cold
environments. Very useful when exploring
snow-covered mountains.",-,ピリ辛薬,"厳しい寒さに耐えられる 耐寒効果 Lv2
体の芯からポカポカしてくる薬
雪山ではとても頼りになる",Item_Cook_C_17_ResistCold,Item_Cook_C_17_ResistCold_Lv1,Item_Cook_C_17_ResistCold_Lv2,-
218,Chilly Elixir,,"Grants a low-level cooling effect, raising
your body's resistance to heat. Crucial for
long journeys through the desert.",Enemy,Winterwing Butterfly / Cold Darner,-,-,-,Cooking Pot,ResistHot,1 - 2,-,-,1,-,-,-,-,-,-,-,-,-,Drink,"Grants a high-level cooling effect, raising
your body's resistance to heat. Crucial for
long journeys through the desert.",-,ひんやり薬,"厳しい暑さに耐えられる 耐暑効果 Lv1
身体を冷やし 熱を外に逃がす事ができる薬
砂漠の旅には欠かせない",Item_Cook_C_17_ResistHot,Item_Cook_C_17_ResistHot_Lv1,Item_Cook_C_17_ResistHot_Lv2,-
219,Electro Elixir,,"Grants a low-level resistance to electricity.
Useful against enemies with electrical
attacks.",Enemy,Thunderwing Butterfly / Electric Darner,-,-,-,Cooking Pot,ResistElectric,1 - 3,-,-,1,-,-,-,-,-,-,-,-,-,Drink,"Grants a midlevel resistance to electricity.
Useful against enemies with electrical
attacks.","Grants a high-level resistance to electricity.
Useful against enemies with electrical
attacks.",エレキ薬,"電気のしびれに強くなる 耐電効果 Lv1
絶縁効果のある成分を調合した薬
電撃を使う敵との戦いに活躍する",Item_Cook_C_17_ResistElectric,Item_Cook_C_17_ResistElectric_Lv1,Item_Cook_C_17_ResistElectric_Lv2,Item_Cook_C_17_ResistElectric_Lv3
220,Fireproof Elixir,,"Grants a fireproof effect, which prevents your
body from catching fire.
Be sure to pack this when venturing out
to explore caves in Death Mountain.",Enemy,Smotherwing Butterfly / Fireproof Lizard,-,-,-,Cooking Pot,ResistBurn,1 - 2,-,-,1,-,-,-,-,-,-,-,-,-,Drink,"Grants a high-level fireproof effect, which
prevents your body from catching fire.
Be sure to pack this when venturing out
to explore caves in Death Mountain.",-,燃えず薬,"灼熱の環境でも体が燃えない 耐火効果 Lv1
高い耐燃性を持つ素材を原料にしている
デスマウンテンの洞窟に挑む時には 持参したい薬",Item_Cook_C_17_ResistBurn,Item_Cook_C_17_ResistBurn,Item_Cook_C_17_ResistBurn_Lv2,-
221,Mighty Elixir,,"Grants a low-level might effect, which
strengthens your body and mind to boost
your attack power with all weapons.",Enemy,Bladed Rhino Beetle,-,-,-,Cooking Pot,AttackUp,1 - 3,-,-,1,-,-,-,-,-,-,-,-,-,Drink,"Grants a midlevel might effect, which
strengthens your body and mind to boost
your attack power with all weapons.","Grants a high-level might effect, which
strengthens your body and mind to boost
your attack power with all weapons.",チカラ薬,"攻撃が強くなる チカラ効果 Lv1
使うと全身に力がみなぎり
武器を使った攻撃力が増加する",Item_Cook_C_17_AttackUp,Item_Cook_C_17_AttackUp_Lv1,Item_Cook_C_17_AttackUp_Lv2,Item_Cook_C_17_AttackUp_Lv3
222,Tough Elixir,,"Grants a low-level toughness effect, which
fortifies your bones to strengthen your
defense. Best to use before facing off
against hard-hitting enemies.",Enemy,Rugged Rhino Beetle,-,-,-,Cooking Pot,DefenseUp,1 - 3,-,-,1,-,-,-,-,-,-,-,-,-,Drink,"Grants a midlevel toughness effect, which
fortifies your bones to strengthen your
defense. Best to use before facing off
against hard-hitting enemies.","Grants a high-level toughness effect, which
fortifies your bones to strengthen your
defense. Best to use before facing off
against hard-hitting enemies.",カチコチ薬,"叩かれても耐えられる カチコチ効果 Lv1
骨や体幹が強化され 防御力が増す薬
強敵と戦う前には 準備しておきたい",Item_Cook_C_17_DefenseUp,Item_Cook_C_17_DefenseUp_Lv1,Item_Cook_C_17_DefenseUp_Lv2,Item_Cook_C_17_DefenseUp_Lv3
223,Sneaky Elixir,,"Grants a low-level stealth effect, which
calms the nerves and silences footfalls.
Allows you to move about undetected by
monsters and animals.",Enemy,Sunset Firefly,-,-,-,Cooking Pot,Silent,1 - 3,-,-,1,-,-,-,-,-,-,-,-,-,Drink,"Grants a midlevel stealth effect, which
calms the nerves and silences footfalls.
Allows you to move about undetected by
monsters and animals.","Grants a high-level stealth effect, which
calms the nerves and silences footfalls.
Allows you to move about undetected by
monsters and animals.",しのび薬,"近づいても気づかれない しのび効果 Lv1
気持ちを落ち着かせる静けさ成分を含んだ薬
飲むと動物やマモノに気づかれにくくなる",Item_Cook_C_17_QuietnessUp,Item_Cook_C_17_Silent_Lv1,Item_Cook_C_17_Silent_Lv2,Item_Cook_C_17_Silent_Lv3
224,Sticky Elixir,,"Grants a low-level slip resistance to keep you
from slipping on wet surfaces. Its highly
absorptive ingredients make it a must-have
for sudden rainfalls.",Enemy,Sticky Frog / Sticky Lizard,-,-,-,Cooking Pot,ResistSlip,1 - 3,-,-,1,-,-,-,-,-,-,-,-,-,Drink,"Grants a midlevel slip resistance to keep you
from slipping on wet surfaces. Its highly
absorptive ingredients make it a must-have
for sudden rainfalls.","Grants a high-level slip resistance to keep
you from slipping on wet surfaces. Its highly
absorptive ingredients make it a must-have
for sudden rainfalls.",滑らず薬,"濡れた壁面でも滑りにくくなる 滑り止め効果 Lv1
高い吸着性を持つ素材を原料にしている
急な雨に備えて 準備しておきたい",Item_Cook_C_17_NotSlippy,Item_Cook_C_17_ResistSlip_Lv1,Item_Cook_C_17_ResistSlip_Lv2,Item_Cook_C_17_ResistSlip_Lv3
225,Bright Elixir,,"Grants a low-level glow effect, illuminating
your immediate surroundings. This faint
luminescence is a boon in dark places.",Enemy,Deep Firefly,-,-,-,Cooking Pot,Light,1 - 3,-,-,1,-,-,-,-,-,-,-,-,-,Drink,"Grants a midlevel glow effect, illuminating
your immediate surroundings. This faint
luminescence is a boon in dark places.","Grants a high-level glow effect, illuminating
your immediate surroundings. This faint
luminescence is a boon in dark places.",アカリ薬,"狭い範囲を照らす 発光効果 Lv1
自身がほのかに発光して 周囲を照らす
暗闇で持っていると 心強い",Item_Cook_C_17_LightEmission,Item_Cook_C_17_Light_Lv1,Item_Cook_C_17_Light_Lv2,Item_Cook_C_17_Light_Lv3
226,Enduring Elixir,,"Restores stamina and temporarily extends
your Stamina Wheel. The additional stamina
will disappear as it's used.",Enemy,Tireless Frog,-,-,-,Cooking Pot,Guts,-,-,-,1,-,-,-,-,-,-,-,-,-,Drink,-,-,スタミナ薬,"がんばりゲージの上限を増やす効果
減ったがんばりゲージを回復する効果もあるが
増えた分は使うとなくなる",Item_Cook_C_17_ExStaminaMaxUp,Item_Cook_C_17_Guts_Lv1,-,-
227,Hearty Elixir,,"Restores you to full health and increases
your maximum hearts. The additional hearts
are lost as you take damage.",Enemy,Hearty Lizard,-,-,-,Cooking Pot,MaxLife,-,-,All,1,-,-,-,-,-,-,-,-,-,Drink,-,-,マックス薬,"限界を超えてハートが回復する効果
減ったハートを回復する効果もあるが
ダメージを受けると増えた分はなくなる",Item_Cook_C_17_LifeMaxUp,Item_Cook_C_17_MaxLife_Lv1,-,-
228,Fairy Tonic,,"This powerful recovery elixir harnesses the
power of fairies. It has a sweet fragrance.",Fairy,-,-,-,-,Cooking Pot,-,-,-,-,1,-,-,-,-,-,-,-,-,-,Drink,-,-,妖精の力水,"妖精の不思議な力が詰まった 強力な回復薬
ふんわりと甘い香りがする",Item_Cook_C_16,-,-,-